epoch,batch_id,phase,samples
1,0,train,img_07854_p03_2019|img_07414_2021|img_03974_p03_2021|img_07698_p05_2019|img_05586_2020|img_02712_2021|img_03081_2021|img_02659_2021|img_06966_2020|img_05410_2020|img_08477_2020|img_06169_2021|img_06194_2019|img_04585_2021|img_01843_2019|img_04762_2021|img_03704_2021|img_00859_2019|img_04841_2020|img_05682_2020|img_00284_2020|img_04965_2019|img_01266_2021|img_05107_p01_2021|img_07460_2019|img_00029_2019|img_01286_2021|img_02856_p01_2019|img_01686_2019|img_04031_2020|img_08481_2019|img_00552_p01_2021|img_06905_p05_2019|img_05898_2020|img_04896_2021|img_06279_2021|img_01994_2019|img_01473_p02_2020|img_04319_2019|img_05921_2021|img_06916_2020|img_00638_p02_2020|img_01069_2019|img_00499_2021|img_04794_2019|img_04975_2020|img_07454_2020|img_01095_2021|img_05993_2019|img_08880_2021|img_07702_2021|img_06334_2020|img_02363_2019|img_07782_2021|img_02691_2021|img_00319_2019|img_07169_p04_2019|img_08515_2020|img_06199_2021|img_02894_2019|img_08660_2021|img_01020_2019|img_05405_2021|img_02991_2021|img_07440_2020|img_07080_2020|img_02265_2021|img_05009_2020|img_05302_2020|img_00331_p06_2021|img_08281_p02_2021|img_00767_2021|img_02338_p03_2021|img_05821_p57_2020|img_04947_2019|img_03062_2021|img_04178_p01_2020|img_04832_2021|img_03789_2019|img_00594_p03_2021|img_01204_2020|img_01620_2019|img_01211_2021|img_01970_2020|img_08053_2020|img_07417_2020|img_00506_2021|img_07403_p06_2019|img_02219_2021|img_02667_2021|img_04582_2019|img_04463_2021|img_01735_2019|img_08211_2020|img_01031_p09_2020|img_05687_p02_2019|img_06800_2020|img_04100_2021|img_01837_2020|img_04929_p16_2020|img_06074_p02_2020|img_08123_2021|img_03962_2020|img_06430_2020|img_08042_2020|img_04815_2019|img_08080_2021|img_03126_2021|img_04969_2019|img_07472_2021|img_07538_2021|img_04332_2019|img_05725_2019|img_00577_p18_2019|img_02307_2019|img_00384_p02_2020|img_08066_2021|img_02828_2020|img_07035_2021|img_01924_2021|img_00211_2019|img_07221_2021|img_04125_2021|img_08537_2021|img_04883_2021|img_06779_p02_2020|img_00678_2020|img_07047_2020
15,87,train,img_06619_p03_2019|img_00000_p04_2021|img_04735_2021|img_04913_2019|img_02134_2021|img_07925_p02_2019|img_06556_2020|img_06682_2019|img_03461_2021|img_00644_p03_2019|img_08123_2021|img_00175_2019|img_06455_2020|img_08207_2021|img_01485_2021|img_06616_2020|img_01849_2020|img_01755_2020|img_04153_2021|img_04015_2021|img_06531_2020|img_03752_2020|img_01521_2020|img_01715_2020|img_06519_2020|img_00911_2021|img_04780_2019|img_04949_2019|img_03315_2019|img_01953_2020|img_02728_2019|img_06626_2021|img_01831_p07_2021|img_06458_2019|img_01577_2019|img_09149_2019|img_07124_2020|img_03187_2021|img_06898_2020|img_02266_2021|img_06452_p15_2020|img_01536_2020|img_03618_2019|img_03222_2021|img_00594_p04_2021|img_02616_2019|img_02920_2021|img_07258_2019|img_03799_2019|img_03209_p04_2019|img_05255_2021|img_08625_2021|img_02154_2021|img_00750_2021|img_01961_p16_2019|img_07026_2020|img_06330_p01_2021|img_01333_2020|img_08630_2019|img_01440_2019|img_05821_p03_2020|img_06723_p06_2019|img_04812_2021|img_04820_2019|img_07285_2021|img_02051_2020|img_08642_2019|img_00109_p02_2021|img_03410_2021|img_07097_2019|img_07089_2020|img_03583_2019|img_03252_2021|img_03768_2021|img_08187_2020|img_02966_2019|img_06818_2021|img_05476_2021|img_08238_2019|img_05155_2020|img_07225_2021|img_06328_p05_2020|img_07628_2021|img_05285_p27_2021|img_07477_2021|img_08498_2021|img_04088_2020|img_01965_2020|img_08685_2021|img_00210_2020|img_02617_2021|img_08212_2020|img_02962_2021|img_04929_p27_2020|img_06462_2020|img_02486_2019|img_08722_2021|img_02363_2020|img_05060_2021|img_07678_p02_2020|img_00539_p01_2020|img_03659_2021|img_02337_2021|img_03090_2019|img_06617_2021|img_00484_2019|img_00776_2021|img_01433_2020|img_04326_2019|img_00634_p15_2020|img_03111_2019|img_06542_2021|img_01627_p02_2020|img_04883_2019|img_03582_p06_2019|img_06795_2019|img_09178_2019|img_06910_2019|img_01273_2021|img_04511_2021|img_01267_2021|img_04084_2020|img_01431_p04_2021|img_06104_2019|img_03120_2021|img_02523_2021|img_07411_2021|img_01825_p02_2020
15,88,train,img_07953_2020|img_08669_2020|img_04186_2021|img_05519_2020|img_06619_p06_2019|img_07664_2020|img_05932_2020|img_01949_2019|img_02929_2021|img_04014_2019|img_01742_2019|img_03960_p02_2020|img_00041_2021|img_08818_2021|img_08631_2020|img_06359_p01_2020|img_07854_2021|img_06934_p02_2021|img_08245_p02_2021|img_05084_p05_2020|img_08912_2019|img_02816_2020|img_00131_p01_2020|img_06022_2021|img_02390_p07_2021|img_02559_2020|img_05987_2019|img_04598_2019|img_08448_2020|img_05896_2020|img_05600_2021|img_04714_2019|img_02435_2020|img_08321_2019|img_04104_2021|img_08649_2021|img_04964_2020|img_06184_2020|img_05719_2019|img_05344_2021|img_00328_2020|img_01299_2019|img_07299_2020|img_01441_2020|img_07721_2019|img_05804_p07_2020|img_00530_2021|img_05466_p04_2020|img_00734_p03_2019|img_08894_2019|img_01243_2021|img_04265_p01_2020|img_08575_2021|img_07020_2021|img_01332_2021|img_00914_p02_2020|img_00818_p17_2020|img_00915_2019|img_01417_2020|img_05591_2020|img_07373_p02_2020|img_06080_2021|img_02012_2020|img_02389_2020|img_04436_p01_2020|img_02046_2021|img_06869_2020|img_06541_2019|img_06490_p03_2021|img_06723_p02_2019|img_02127_2019|img_04929_p35_2020|img_03525_2021|img_06106_2020|img_00627_2019|img_00604_p06_2021|img_03801_2020|img_06426_p10_2020|img_04752_2021|img_05943_2019|img_04978_p19_2019|img_02892_2021|img_00337_p02_2020|img_06746_p06_2019|img_06235_2019|img_05962_2021|img_07799_2021|img_06916_p18_2019|img_03911_2021|img_08602_2019|img_02900_p02_2021|img_08560_2021|img_05091_2019|img_06494_2020|img_01207_2020|img_01885_2019|img_00403_p02_2021|img_01411_2021|img_06816_p10_2020|img_07676_2019|img_05075_2021|img_03857_2020|img_05123_2020|img_06411_2019|img_04678_2021|img_02252_2020|img_07655_2021|img_05764_2019|img_02239_2020|img_03551_2021|img_00658_2021|img_00119_p02_2021|img_02000_p02_2019|img_03311_2019|img_07349_p02_2020|img_05019_2021|img_07948_2021|img_06741_p01_2019|img_04813_2020|img_04105_2020|img_05417_2019|img_02472_2020|img_03995_2019|img_03460_2021|img_06816_p09_2020|img_08222_2021|img_00000_p02_2021|img_06001_2019
15,89,train,img_07701_p03_2019|img_02104_p01_2019|img_07556_2020|img_07517_p02_2020|img_03165_2019|img_08920_2019|img_07594_2019|img_00473_p01_2019|img_06152_2019|img_02614_2021|img_03057_p04_2021|img_00639_p16_2019|img_06041_2021|img_05435_p14_2021|img_08820_2019|img_05925_p02_2019|img_03004_p09_2021|img_07697_2020|img_07516_2019|img_05831_2021|img_07179_2021|img_05298_p01_2020|img_05021_2021|img_00164_2020|img_03768_p02_2020|img_04350_2021|img_02146_2019|img_01489_2020|img_03173_2020|img_00498_p13_2021|img_07416_p04_2020|img_02844_2019|img_01327_2020|img_01303_p03_2021|img_02460_2020|img_06465_2019|img_06076_2019|img_04082_2020|img_01031_p20_2020|img_04234_2021|img_01610_2020|img_01285_2020|img_02305_p04_2020|img_03625_2020|img_06717_p07_2020|img_03159_2019|img_06748_p02_2021|img_06555_2020|img_08878_2019|img_01794_2020|img_08746_p02_2021|img_05890_2020|img_05003_2019|img_08425_2019|img_02546_2021|img_06587_p04_2019|img_08735_2019|img_07774_p02_2021|img_06009_2021|img_00991_2021|img_06251_2019|img_06887_p04_2021|img_05280_2019|img_06727_2020|img_05873_2019|img_04145_2019|img_00053_2019|img_02335_2021|img_02583_2020|img_01344_2021|img_06947_p02_2020|img_06415_2021|img_03947_2021|img_00224_2020|img_00088_2020|img_07888_p02_2019|img_03148_2019|img_03139_p04_2019|img_01624_2020|img_07896_2020|img_07539_2020|img_03805_2021|img_05782_p06_2021|img_00849_2019|img_03599_p04_2019|img_02187_p04_2021|img_07947_2021|img_07176_2021|img_02416_2020|img_00976_p02_2020|img_07294_p01_2019|img_00982_p15_2019|img_04102_2019|img_07031_2020|img_06322_p02_2020|img_07870_2021|img_02978_2021|img_07782_p02_2020|img_02670_2019|img_07634_2021|img_08013_2021|img_00085_2020|img_02675_2021|img_06211_2019|img_05135_2021|img_00160_2021|img_00067_2020|img_06218_p17_2019|img_06871_2019|img_02625_2021|img_08077_2020|img_08233_2019|img_03401_2019|img_04490_2020|img_04400_2019|img_07044_2021|img_08621_2020|img_06726_2020|img_02612_p02_2020|img_00285_p02_2021|img_04376_p01_2021|img_03700_2021|img_04513_2019|img_08254_2019|img_03144_p09_2021|img_06339_p01_2020|img_08595_2021|img_00156_p04_2019
15,90,train,img_04360_p01_2021|img_07159_p13_2021|img_02201_2021|img_08335_2020|img_00793_2019|img_06004_p01_2019|img_00674_p02_2020|img_05607_2021|img_04124_2020|img_07424_2020|img_00331_p01_2021|img_07509_2021|img_04908_2021|img_01794_p06_2019|img_00077_2020|img_01427_2020|img_05909_2021|img_03471_p03_2021|img_06028_2020|img_07968_2021|img_06287_2019|img_02015_2020|img_06611_2020|img_08575_2019|img_01686_2021|img_06887_p02_2021|img_04833_2020|img_05077_2019|img_02855_2020|img_06262_2019|img_06507_2019|img_02103_2021|img_07040_2019|img_02682_2021|img_03395_2021|img_08165_2019|img_01907_2020|img_00976_p24_2019|img_07025_2019|img_04189_2021|img_00703_2021|img_00503_2020|img_06805_p06_2021|img_01537_2020|img_07655_2020|img_04308_2019|img_04655_2021|img_01171_p06_2020|img_03913_2020|img_01112_2021|img_02515_2019|img_04991_2021|img_07453_p02_2020|img_01704_p03_2019|img_03445_2021|img_04930_p01_2019|img_05586_2019|img_04703_2021|img_08648_2019|img_03356_2021|img_03736_2019|img_05518_2020|img_05904_p01_2020|img_05836_2020|img_03451_2021|img_03719_2021|img_00387_2020|img_06693_2021|img_06129_p04_2021|img_02065_2021|img_08473_p02_2019|img_04431_2021|img_06809_2019|img_02668_2019|img_00963_2020|img_05658_2020|img_07123_p05_2021|img_07514_2021|img_02930_2019|img_03471_p01_2021|img_05744_2021|img_01935_p09_2019|img_00603_p05_2021|img_05435_p01_2021|img_09190_2019|img_03480_2019|img_05950_2020|img_03770_2021|img_01600_2019|img_00898_2019|img_01554_2021|img_03590_2020|img_02686_2019|img_06426_p41_2020|img_01677_2021|img_02404_2019|img_07554_p02_2020|img_03441_p01_2021|img_07429_2020|img_07115_2019|img_00926_2019|img_07358_p02_2019|img_09090_2019|img_02417_p01_2019|img_03351_2020|img_07509_p04_2019|img_07296_p01_2019|img_02565_2019|img_06929_2020|img_06478_p04_2021|img_00096_2019|img_06772_2021|img_00179_p02_2019|img_03816_2019|img_05308_p10_2020|img_08719_2021|img_01232_2019|img_05775_2019|img_04667_2021|img_04796_2020|img_02603_p04_2020|img_07762_2019|img_05672_p02_2019|img_06525_2021|img_08058_2019|img_07709_2021|img_07747_2020|img_03617_2019
15,91,train,img_07221_2020|img_03410_2020|img_03599_2021|img_01722_2019|img_08141_2019|img_00155_2019|img_03207_2021|img_00616_2021|img_08275_2021|img_04566_2020|img_04376_p02_2021|img_00219_p02_2021|img_00284_2019|img_06714_2019|img_07154_2021|img_00599_2019|img_08003_p01_2021|img_03867_2021|img_06704_p03_2020|img_01515_2021|img_01704_p02_2019|img_02356_2020|img_00365_2021|img_06835_2019|img_03314_2019|img_04929_p03_2020|img_04050_p03_2021|img_02104_p02_2019|img_08169_2019|img_01153_2020|img_05956_2021|img_03953_2021|img_06475_2019|img_08881_2019|img_08832_2019|img_00652_p02_2021|img_02743_2021|img_02068_2019|img_04443_2019|img_07064_p06_2021|img_04549_2019|img_08248_2019|img_00917_2021|img_04825_2020|img_01717_2021|img_01197_2019|img_00899_2021|img_06539_p05_2021|img_07186_2020|img_02956_2020|img_06945_2021|img_01962_2020|img_01392_2021|img_07954_2019|img_03660_p04_2020|img_08601_2020|img_07485_2020|img_00269_2021|img_03506_2019|img_00030_p03_2020|img_04045_p03_2020|img_06591_2019|img_02811_2020|img_05285_p56_2021|img_06936_2019|img_04929_p11_2020|img_05623_2021|img_05137_2019|img_01692_2019|img_04698_p01_2021|img_06236_2020|img_04056_2021|img_03578_2020|img_06931_2021|img_06736_2020|img_05090_p01_2019|img_01825_p03_2020|img_08075_2020|img_06347_2019|img_05967_2020|img_05757_2019|img_00999_2021|img_04006_2019|img_08693_2021|img_04399_2020|img_00647_2020|img_04503_2019|img_00216_p02_2021|img_07242_2021|img_02442_2021|img_05360_2021|img_08157_2019|img_05684_2019|img_07149_p02_2019|img_07654_p05_2019|img_04646_2019|img_03848_2019|img_03950_p01_2019|img_03621_2019|img_02042_p03_2020|img_07425_2019|img_05348_2020|img_08664_2020|img_00877_2019|img_07757_2021|img_00360_2019|img_02384_p03_2020|img_00254_2020|img_04896_2020|img_03222_2020|img_00323_2021|img_00396_p02_2019|img_00568_2020|img_08886_2019|img_05119_p45_2020|img_02687_2021|img_05605_2020|img_08840_2021|img_06129_2019|img_01930_2021|img_00165_p18_2021|img_00343_2019|img_03129_2020|img_06812_p02_2019|img_07525_p42_2019|img_08501_2019|img_07213_2021|img_07442_2019
15,92,train,img_02737_2021|img_03183_2021|img_06916_p07_2021|img_06603_2019|img_07010_2021|img_02739_p03_2021|img_06057_2021|img_03660_p02_2019|img_00596_p06_2019|img_08142_2021|img_03767_2021|img_00984_2019|img_00527_p09_2021|img_00212_p04_2019|img_05893_p21_2021|img_03902_p01_2020|img_07260_2020|img_08376_p01_2021|img_03944_2020|img_06659_p03_2020|img_07064_p01_2021|img_00841_p01_2019|img_07706_2020|img_04007_p01_2021|img_08551_2019|img_03686_2019|img_05133_2020|img_04827_2019|img_04337_2020|img_08873_2019|img_07932_2019|img_01758_2019|img_00554_2019|img_08191_2019|img_04119_2019|img_02623_2020|img_01588_2021|img_04264_2019|img_01931_2020|img_02679_2019|img_00458_p01_2019|img_08843_2021|img_08694_2019|img_05048_2020|img_08681_2020|img_06702_2020|img_08183_p01_2020|img_03469_2020|img_07195_2019|img_00705_2020|img_02624_2020|img_08431_2019|img_04929_p26_2020|img_00994_2020|img_00617_p03_2019|img_06639_2020|img_07731_2019|img_00347_2019|img_04606_2019|img_05792_2021|img_00779_2021|img_03971_2019|img_03634_2021|img_08427_2021|img_03424_p03_2019|img_03527_p03_2020|img_06903_2021|img_06372_2019|img_00366_2021|img_06432_2019|img_00311_p04_2019|img_05394_p02_2021|img_05382_2020|img_05633_2021|img_04292_2021|img_08454_2020|img_08242_2019|img_00912_2019|img_07813_2019|img_08133_p02_2021|img_08576_2019|img_02552_2019|img_03775_2020|img_01073_2020|img_08733_2021|img_01457_p04_2019|img_05804_p10_2020|img_01924_2021|img_07597_p01_2020|img_00798_2019|img_04956_2021|img_03955_2020|img_06816_p01_2020|img_06132_2020|img_01506_2021|img_06676_2020|img_05437_2021|img_00100_2019|img_03788_2020|img_00163_p08_2020|img_07469_2021|img_06688_2021|img_06927_2021|img_07517_p04_2020|img_04174_2021|img_04139_2021|img_05223_2019|img_00342_2020|img_02748_2019|img_08188_2021|img_04244_2021|img_06695_2020|img_00011_2020|img_04352_2021|img_03740_2019|img_08549_2019|img_07453_2021|img_08641_p02_2019|img_05090_p08_2019|img_01416_2021|img_03071_2019|img_04183_2020|img_06905_p05_2019|img_01292_2020|img_06373_2021|img_00642_2019|img_00170_2019|img_08327_2019
15,93,train,img_03728_2020|img_03527_p02_2020|img_04332_2020|img_03002_2021|img_07734_2019|img_08787_2021|img_06294_2021|img_03604_2021|img_05894_2021|img_03661_2020|img_03642_2020|img_08636_p16_2019|img_02867_2020|img_01098_2021|img_00390_2019|img_01717_2020|img_00486_p14_2020|img_07057_p02_2020|img_07017_2020|img_07244_2020|img_00892_p02_2020|img_08283_2021|img_05005_2020|img_08076_2020|img_00460_2021|img_04230_p12_2020|img_05434_2021|img_07504_2020|img_02043_2019|img_06427_2020|img_08580_2019|img_01347_2020|img_05153_2021|img_05692_2020|img_01559_2020|img_02949_2021|img_02645_2021|img_04115_2020|img_06332_p02_2021|img_08465_2019|img_02008_2021|img_01543_2019|img_02218_2019|img_03563_p09_2020|img_07295_2020|img_03442_2019|img_05249_2020|img_03293_2021|img_00740_p01_2021|img_04676_2020|img_05305_2021|img_08194_2020|img_05529_2019|img_08210_2019|img_05687_p38_2019|img_08401_2019|img_00024_p23_2019|img_07227_2021|img_01330_2019|img_03540_2021|img_07108_2021|img_03016_2019|img_01390_2020|img_07524_2021|img_04763_2019|img_04890_2019|img_00394_p02_2020|img_07491_2021|img_04700_2019|img_00191_p04_2019|img_02944_2020|img_04950_2019|img_04175_2019|img_00187_2019|img_02157_2019|img_04682_2019|img_05927_2020|img_06512_p01_2020|img_08101_2020|img_08066_2021|img_03455_2019|img_06375_2019|img_07059_p01_2020|img_01424_2019|img_06942_2020|img_04256_2019|img_00039_p02_2021|img_01138_2020|img_00014_p02_2019|img_07930_2021|img_03599_p01_2019|img_01853_2019|img_00285_2020|img_08458_2019|img_07829_p03_2021|img_04148_2020|img_09162_2019|img_06812_p03_2019|img_02548_2021|img_07085_2019|img_05149_2019|img_05313_2019|img_01816_2020|img_07169_p02_2019|img_07341_2021|img_06852_p01_2019|img_06407_2019|img_03866_2019|img_00615_2019|img_08027_p03_2020|img_01593_2021|img_08314_2021|img_08282_2021|img_07421_p01_2019|img_06452_p20_2020|img_04467_2020|img_00034_2021|img_06426_p42_2020|img_06532_2020|img_03773_2019|img_02113_2021|img_00020_2020|img_07063_p04_2019|img_08711_2020|img_07276_2020|img_05466_p03_2020|img_08219_p01_2021|img_07680_2019
15,94,train,img_02393_2021|img_06299_2021|img_00706_2020|img_07461_2021|img_02174_2021|img_01598_2020|img_06521_p01_2021|img_00207_2019|img_01712_2021|img_03605_2019|img_03502_2021|img_00639_p01_2019|img_06452_p06_2020|img_00517_p01_2021|img_02146_2020|img_08413_2020|img_00718_2019|img_00283_2020|img_01556_2021|img_08982_2019|img_06619_p08_2019|img_06270_2021|img_00634_2019|img_01633_p01_2020|img_06790_2019|img_00387_p02_2019|img_05649_2019|img_01146_2021|img_08062_p04_2021|img_08496_2021|img_03811_2021|img_06821_p03_2019|img_08496_2020|img_04672_2021|img_03858_2019|img_02762_2020|img_03477_2021|img_08353_2019|img_05144_2021|img_07988_p01_2021|img_01128_2020|img_07197_2019|img_06286_2020|img_05368_2019|img_00896_2020|img_03882_2019|img_08748_2021|img_01924_p03_2019|img_02603_p02_2020|img_03892_2020|img_04475_2020|img_03823_2021|img_02093_2020|img_02352_p01_2021|img_07933_2021|img_08423_p03_2019|img_00148_2020|img_03377_2021|img_02100_2019|img_06803_2019|img_02395_2020|img_02959_2021|img_00243_2019|img_04147_2019|img_00156_p05_2019|img_00250_2020|img_08695_2019|img_08963_2019|img_06282_2021|img_07903_2021|img_06183_p02_2020|img_05685_2019|img_01563_p02_2019|img_03674_2019|img_02700_p01_2019|img_00173_2019|img_03943_2020|img_08530_2020|img_08858_2019|img_08146_2021|img_03155_2019|img_04574_2019|img_00444_p03_2021|img_05107_p04_2021|img_00389_2019|img_01992_2019|img_05465_p03_2019|img_03218_p04_2019|img_08820_2021|img_06922_2019|img_00391_2019|img_01560_2020|img_04841_2021|img_07580_2021|img_03607_2020|img_03456_2020|img_07806_2020|img_06286_2021|img_08035_2019|img_07563_2020|img_05802_2021|img_02111_2019|img_01623_2021|img_05685_2020|img_04941_2020|img_02994_2020|img_07521_2021|img_01685_2020|img_03413_2020|img_01534_2019|img_03194_2019|img_00034_p04_2019|img_06593_2020|img_07804_2021|img_03487_2019|img_03056_2020|img_02904_2020|img_06835_2021|img_03279_2020|img_03400_2021|img_03721_2020|img_06084_p02_2020|img_05358_2020|img_00263_p02_2019|img_08653_p04_2019|img_07525_p02_2019|img_05934_2020|img_08022_2020
15,95,train,img_00818_p03_2020|img_00020_2019|img_08473_p01_2019|img_07098_2019|img_07957_2019|img_08584_2021|img_03181_2021|img_05580_2019|img_03468_2021|img_01628_p02_2020|img_05118_2020|img_06744_2020|img_08303_2021|img_03603_2021|img_01166_2019|img_08237_p02_2021|img_03605_2021|img_04757_2020|img_00460_p04_2020|img_03978_2021|img_00490_2019|img_05347_2019|img_06780_2021|img_01103_p03_2020|img_02446_2021|img_05210_p02_2020|img_03262_2019|img_07462_2020|img_03130_p08_2021|img_03510_p02_2019|img_04848_p07_2020|img_05567_2020|img_06741_p08_2019|img_02632_2019|img_00080_2021|img_06916_p02_2021|img_01358_p01_2019|img_04218_2021|img_04618_2021|img_01629_p03_2020|img_08004_p02_2021|img_04949_2020|img_08485_2019|img_08722_2020|img_03836_2020|img_03958_2019|img_03811_2019|img_00300_p04_2021|img_04646_2020|img_07142_2021|img_06478_2020|img_04471_2021|img_05924_2020|img_03396_2020|img_07051_2019|img_00649_2020|img_01616_2019|img_07775_2021|img_03599_p06_2019|img_00948_2020|img_08226_2019|img_05554_2019|img_04817_2019|img_07309_2021|img_06980_2020|img_00588_p01_2021|img_05548_2020|img_02205_2021|img_03725_2021|img_08182_2020|img_03480_2020|img_01757_2021|img_02638_2019|img_00085_2021|img_03465_2020|img_08447_2019|img_03555_2019|img_07020_2020|img_08816_2019|img_04596_2021|img_03467_2021|img_04405_2021|img_07831_p01_2020|img_06650_p01_2020|img_08523_2019|img_04334_2020|img_01656_2020|img_00585_p20_2021|img_03009_p04_2020|img_03333_2019|img_03010_2020|img_02386_2019|img_03211_p04_2020|img_02761_2020|img_07192_2021|img_03396_2021|img_03777_2020|img_02236_2019|img_07631_2021|img_07799_p03_2020|img_02441_2021|img_06646_p01_2020|img_06108_2021|img_08720_2020|img_00825_2021|img_02279_2020|img_04071_2019|img_03402_p02_2019|img_08349_2020|img_06319_p01_2020|img_03935_2021|img_05821_p02_2020|img_07272_2020|img_07076_p02_2020|img_00015_p02_2020|img_03613_2020|img_05327_2019|img_00059_2021|img_05893_p03_2021|img_08901_2021|img_05621_2021|img_06265_2020|img_04918_2021|img_00186_2021|img_05557_2020|img_04951_2021|img_01963_2021|img_06785_2020
15,96,train,img_07735_2021|img_05720_2019|img_06258_p01_2020|img_04541_2020|img_05265_2020|img_04731_2020|img_00259_2020|img_01480_2020|img_03410_2019|img_03386_2019|img_02229_2019|img_02610_2021|img_01222_2019|img_01781_2020|img_05157_2021|img_06109_p04_2020|img_07475_2021|img_02293_2020|img_03212_2020|img_02135_2021|img_00773_2020|img_04994_p11_2020|img_00394_p04_2020|img_02826_2021|img_07923_2020|img_00527_p08_2021|img_03743_2019|img_03479_2020|img_08636_p04_2019|img_02461_2019|img_04058_p02_2021|img_02405_2020|img_09083_2019|img_01209_2019|img_05128_2020|img_06993_p03_2019|img_02935_2019|img_03399_p01_2019|img_00296_p02_2019|img_03085_2021|img_01958_2021|img_04523_2019|img_02453_2019|img_08277_2019|img_02824_2021|img_05114_2019|img_07109_2020|img_02756_2020|img_01467_2019|img_06211_2021|img_08269_p01_2019|img_00960_2019|img_06836_2019|img_06302_2021|img_04173_2019|img_05632_p09_2021|img_03806_2021|img_06534_p05_2021|img_00976_p14_2019|img_03973_2021|img_07526_2021|img_08216_2019|img_02502_2020|img_08339_2019|img_08178_2020|img_06717_p09_2020|img_08316_2021|img_02143_2020|img_00471_p10_2021|img_06482_2020|img_01269_2021|img_05815_2021|img_06619_p05_2019|img_01335_p03_2020|img_00638_p02_2020|img_07915_2019|img_07058_2020|img_06381_2019|img_05491_2019|img_03199_2020|img_02205_2019|img_06030_p07_2020|img_00119_p03_2021|img_05537_2021|img_04399_2021|img_03251_2021|img_00633_2020|img_02588_p04_2020|img_07430_2019|img_04255_2020|img_03845_2021|img_03220_2020|img_05152_2021|img_06034_2021|img_07125_p05_2019|img_08639_2019|img_03953_2019|img_07416_p01_2020|img_02767_2019|img_05416_2021|img_00751_2020|img_01180_2020|img_08412_2021|img_01399_2020|img_02030_2019|img_07391_2020|img_01503_2021|img_07410_2019|img_06520_2019|img_02697_2019|img_01637_2020|img_04171_2021|img_05929_2021|img_02807_p02_2019|img_08761_2019|img_06043_2020|img_06731_p05_2020|img_03828_2019|img_03529_p17_2020|img_06752_2021|img_05077_2021|img_05011_2019|img_01532_2021|img_01106_2021|img_07073_2020|img_05059_p02_2019|img_00922_2019|img_01358_2021
15,97,train,img_07831_p02_2020|img_05069_2019|img_06787_p04_2021|img_06916_p03_2021|img_00828_2021|img_09126_2019|img_01853_2021|img_07336_2020|img_03039_2019|img_04240_2019|img_01555_2019|img_07149_p06_2019|img_03946_p02_2020|img_07217_2021|img_01292_2021|img_07419_2021|img_04832_2020|img_08136_p04_2021|img_04758_2019|img_02840_2021|img_01943_2021|img_07525_p36_2019|img_00898_2021|img_05148_2021|img_08197_2021|img_07102_2021|img_00311_p01_2019|img_00916_2019|img_06085_p01_2020|img_04042_2019|img_03324_2020|img_05933_2019|img_06590_2021|img_02187_p05_2021|img_07082_2019|img_01705_2020|img_07942_2020|img_00527_p02_2021|img_08844_2019|img_07842_p02_2019|img_06825_2019|img_03838_2021|img_08654_2020|img_01826_2019|img_08217_2020|img_02852_p03_2019|img_00640_2021|img_01517_p20_2021|img_00818_p04_2020|img_02739_p02_2021|img_03156_2021|img_02513_2021|img_01094_2021|img_04601_2020|img_06827_p02_2021|img_05367_2021|img_04690_2021|img_04968_2019|img_02195_2019|img_07351_p06_2021|img_05375_2021|img_02139_2020|img_01910_2019|img_03491_p03_2021|img_05524_2019|img_02843_2021|img_01257_2020|img_02959_2019|img_07059_2019|img_08677_2019|img_08612_2019|img_04121_p02_2020|img_08934_2019|img_05631_p01_2020|img_00276_p02_2019|img_03130_p09_2021|img_02326_2019|img_04297_2019|img_07663_2019|img_01763_2019|img_00185_2019|img_06124_2020|img_02577_2020|img_06030_p02_2019|img_05041_2019|img_07950_2021|img_03130_p10_2021|img_08522_p04_2021|img_04929_p54_2020|img_01786_2019|img_06808_p02_2019|img_07152_2019|img_01438_p05_2021|img_06133_2019|img_00839_2021|img_05494_2020|img_07482_2021|img_08546_2019|img_05531_2020|img_02168_2019|img_05519_2021|img_06028_p07_2021|img_06056_2019|img_00976_p01_2019|img_04018_2019|img_00512_2020|img_05051_2019|img_02582_2019|img_01810_2019|img_06232_2019|img_05246_2020|img_07191_2021|img_00638_p03_2020|img_02162_2019|img_08268_2019|img_02662_2020|img_05294_2019|img_03744_2020|img_03060_2021|img_05435_p21_2021|img_07907_2019|img_01015_2020|img_05855_2021|img_02514_2021|img_00398_2020|img_05670_2019|img_04214_p01_2020|img_06008_p04_2021
